LanguageId,ApplicantId,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?
371,371,,
372,372,,
373,373,,
374,374,,
375,375,,
376,376,,
377,377,,
378,378,,
379,379,,
380,380,,
381,381,,
382,382,,
383,383,,
384,384,,
385,385,,
386,386,,
387,387,,
388,388,,
389,389,,
390,390,,
391,391,,
392,392,,
393,393,,
394,394,,
395,395,,
396,396,,
397,397,,
398,398,,
399,399,,
400,400,,
401,401,,
402,402,,
403,403,,
404,404,,
405,405,,
406,406,,
407,407,,
408,408,,
409,409,,
410,410,,
411,411,,
412,412,,
413,413,,
414,414,,
415,415,,
416,416,,
417,417,,
418,418,,
419,419,,
420,420,,
421,421,,
422,422,,
423,423,,
424,424,,
425,425,,
426,426,,
427,427,,
428,428,,
429,429,,
430,430,,
431,431,,
432,432,,
433,433,,
434,434,,
435,435,,
436,436,,
437,437,,
438,438,,
439,439,,
440,440,,
441,441,,
442,442,,
443,443,,
444,444,,
445,445,,
446,446,,
447,447,,
448,448,,
449,449,,
450,450,,
451,451,,
452,452,,
453,453,,
454,454,,
455,455,,
456,456,,
457,457,,
458,458,,
459,459,,
460,460,,
461,461,,
462,462,,
463,463,,
464,464,,
465,465,,
466,466,,
467,467,,
468,468,,
469,469,,
470,470,,
471,471,,
472,472,,
473,473,,
474,474,,
475,475,,
476,476,,
477,477,,
478,478,,
479,479,,
480,480,,
481,481,,
482,482,,
483,483,,
484,484,,
485,485,,
486,486,,
487,487,,
488,488,,
489,489,,
490,490,,
491,491,,
492,492,,
493,493,,
494,494,,
495,495,,
496,496,,
497,497,,
498,498,,
499,499,,
500,500,,
501,501,,
502,502,,
503,503,,
504,504,,
505,505,,
506,506,,
507,507,,
508,508,,
509,509,,
510,510,,
511,511,,
512,512,,
513,513,,
514,514,,
515,515,,
516,516,,
517,517,,
518,518,,
519,519,,
520,520,,
521,521,,
522,522,,
523,523,,
524,524,,
525,525,,
526,526,,
527,527,,
528,528,,
529,529,,
530,530,,
531,531,,
532,532,,
533,533,,
534,534,,
535,535,,
536,536,,
537,537,,
538,538,,
539,539,,
540,540,,
541,541,,
542,542,,
543,543,,
544,544,,
545,545,,
546,546,,
547,547,,
548,548,,
549,549,,
550,550,,
551,551,,
552,552,,
553,553,,
554,554,,
555,555,,
556,556,,
557,557,,
558,558,,
559,559,,
560,560,,
561,561,,
562,562,,
563,563,,
564,564,,
565,565,,
566,566,,
567,567,,
568,568,,
569,569,,
570,570,,
571,571,,
572,572,,
573,573,,
574,574,,
575,575,,
576,576,,
577,577,,
578,578,,
579,579,,
580,580,,
581,581,,
582,582,,
583,583,,
584,584,,
585,585,,
586,586,,
587,587,,
588,588,,
589,589,,
590,590,,
591,591,,
592,592,,
593,593,,
594,594,,
595,595,,
596,596,,
597,597,,
598,598,,
599,599,,
600,600,,
601,601,,
602,602,,
603,603,,
604,604,evet,ileri
605,605,evet,ileri
606,606,evet,ileri
607,607,evet,ileri
608,608,evet,orta
609,609,evet,ileri
610,610,evet,ileri
611,611,evet,ileri
612,612,evet,ileri
613,613,evet,ileri
614,614,evet,ileri
615,615,evet,ileri
616,616,evet,orta
617,617,evet,ileri
618,618,evet,orta
619,619,evet,ileri
620,620,evet,ileri
621,621,hayir,0
622,622,evet,ileri
623,623,evet,orta
624,624,evet,orta
625,625,evet,ileri
626,626,evet,ileri
627,627,evet,orta
628,628,evet,ileri
629,629,evet,ileri
630,630,evet,ileri
631,631,evet,ileri
632,632,evet,ileri
633,633,evet,orta
634,634,evet,ileri
635,635,evet,ileri
636,636,evet,0
637,637,evet,ileri
638,638,evet,ileri
639,639,evet,ileri
640,640,evet,ileri
641,641,evet,ileri
642,642,evet,ileri
643,643,evet,ileri
644,644,evet,ileri
645,645,evet,orta
646,646,evet,ileri
647,647,evet,ileri
648,648,evet,ileri
649,649,evet,orta
650,650,hayir,0
651,651,evet,ileri
652,652,evet,ileri
653,653,evet,ileri
654,654,evet,ileri
655,655,evet,ileri
656,656,evet,ileri
657,657,hayir,0
658,658,evet,ileri
659,659,evet,ileri
660,660,evet,ileri
661,661,evet,ileri
662,662,hayir,0
663,663,evet,orta
664,664,evet,ileri
665,665,evet,baslangic
666,666,evet,ileri
667,667,evet,ileri
668,668,evet,ileri
669,669,evet,orta
670,670,evet,ileri
671,671,hayir,0
672,672,evet,ileri
673,673,evet,0
674,674,evet,orta
675,675,evet,orta
676,676,evet,ileri
677,677,evet,ileri
678,678,evet,baslangic
679,679,evet,ileri
680,680,evet,ileri
681,681,evet,orta
682,682,evet,0
683,683,hayir,0
684,684,evet,orta
685,685,evet,ileri
686,686,evet,orta
687,687,evet,orta
688,688,evet,orta
689,689,evet,ileri
690,690,evet,ileri
691,691,evet,orta
692,692,evet,orta
693,693,evet,ileri
694,694,evet,ileri
695,695,evet,ileri
696,696,evet,ileri
697,697,evet,ileri
698,698,evet,orta
699,699,evet,ileri
700,700,evet,ileri
701,701,evet,ileri
702,702,evet,ileri
703,703,evet,ileri
704,704,evet,orta
705,705,evet,ileri
706,706,evet,ileri
707,707,evet,ileri
708,708,evet,0
709,709,hayir,0
710,710,evet,ileri
711,711,evet,orta
712,712,evet,ileri
713,713,evet,ileri
714,714,evet,ileri
715,715,hayir,0
716,716,evet,0
717,717,evet,orta
718,718,evet,0
719,719,evet,orta
720,720,evet,ileri
721,721,evet,ileri
722,722,hayir,0
723,723,evet,ileri
724,724,evet,ileri
725,725,evet,ileri
726,726,evet,ileri
727,727,evet,ileri
728,728,evet,ileri
729,729,evet,ileri
730,730,hayir,0
731,731,evet,0
732,732,evet,orta
733,733,evet,orta
734,734,hayir,0
735,735,evet,ileri
736,736,evet,ileri
737,737,evet,ileri
738,738,evet,ileri
739,739,evet,ileri
740,740,evet,orta
741,741,evet,ileri
742,742,evet,ileri
743,743,evet,ileri
744,744,evet,ileri
745,745,evet,ileri
746,746,evet,ileri
747,747,evet,ileri
748,748,evet,ileri
749,749,evet,ileri
750,750,evet,orta
751,751,evet,ileri
752,752,evet,ileri
753,753,evet,ileri
754,754,evet,ileri
755,755,evet,ileri
756,756,evet,orta
757,757,evet,ileri
758,758,evet,orta
759,759,evet,orta
760,760,evet,ileri
761,761,evet,orta
762,762,evet,ileri
763,763,evet,ileri
764,764,evet,orta
765,765,evet,ileri
766,766,evet,ileri
767,767,evet,ileri
768,768,evet,ileri
769,769,evet,ileri
770,770,evet,ileri
771,771,evet,ileri
772,772,evet,ileri
773,773,evet,ileri
774,774,evet,ileri
775,775,evet,ileri
776,776,evet,ileri
777,777,evet,orta
778,778,evet,orta
779,779,evet,ileri
780,780,evet,ileri
781,781,evet,orta
782,782,evet,baslangic
783,783,evet,ileri
784,784,evet,orta
785,785,evet,ileri
786,786,evet,0
787,787,evet,ileri
788,788,evet,orta
789,789,evet,ileri
790,790,evet,ileri
791,791,evet,ileri
792,792,evet,orta
793,793,evet,ileri
794,794,evet,ileri
795,795,evet,ileri
796,796,evet,ileri
797,797,evet,0
798,798,evet,orta
799,799,evet,ileri
800,800,evet,ileri
801,801,evet,ileri
802,802,evet,orta
803,803,evet,ileri
804,804,evet,ileri
805,805,evet,orta
806,806,evet,orta
807,807,evet,ileri
808,808,evet,ileri
809,809,evet,orta
810,810,evet,orta
811,811,evet,ileri
812,812,evet,ileri
813,813,evet,ileri
814,814,evet,ileri
815,815,evet,ileri
816,816,evet,orta
817,817,evet,ileri
818,818,evet,orta
819,819,evet,ileri
820,820,hayir,0
821,821,evet,ileri
822,822,evet,ileri
823,823,evet,ileri
824,824,evet,ileri
825,825,evet,0
826,826,evet,orta
827,827,evet,ileri
828,828,evet,ileri
829,829,evet,ileri
830,830,evet,ileri
831,831,evet,ileri
832,832,evet,ileri
833,833,evet,ileri
834,834,evet,orta
835,835,evet,orta
836,836,evet,ileri
837,837,evet,orta
838,838,evet,ileri
839,839,evet,ileri
840,840,evet,orta
841,841,evet,ileri
842,842,evet,ileri
843,843,evet,ileri
844,844,evet,ileri
845,845,evet,orta
846,846,evet,orta
847,847,evet,ileri
848,848,evet,orta
849,849,evet,ileri
850,850,evet,ileri
851,851,evet,orta
852,852,evet,ileri
853,853,evet,ileri
854,854,evet,ileri
855,855,evet,ileri
856,856,hayir,0
857,857,evet,ileri
858,858,evet,ileri
859,859,evet,orta
860,860,evet,baslangic
861,861,evet,orta
862,862,evet,ileri
863,863,evet,ileri
864,864,evet,ileri
865,865,evet,0
866,866,evet,ileri
867,867,evet,orta
868,868,evet,orta
869,869,evet,ileri
870,870,evet,ileri
871,871,evet,ileri
872,872,evet,ileri
873,873,evet,ileri
874,874,evet,orta
875,875,evet,orta
876,876,evet,ileri
877,877,evet,ileri
878,878,evet,0
879,879,evet,ileri
880,880,evet,ileri
881,881,evet,ileri
882,882,evet,ileri
883,883,evet,orta
884,884,hayir,0
885,885,evet,ileri
886,886,evet,ileri
887,887,evet,ileri
888,888,evet,ileri
889,889,evet,ileri
890,890,hayir,0
891,891,evet,orta
892,892,evet,ileri
893,893,evet,ileri
894,894,evet,orta
895,895,evet,ileri
896,896,evet,ileri
897,897,evet,ileri
898,898,evet,ileri
899,899,evet,orta
900,900,evet,ileri
901,901,evet,ileri
902,902,evet,baslangic
903,903,evet,ileri
904,904,evet,orta
905,905,evet,orta
906,906,evet,orta
907,907,evet,orta
908,908,evet,orta
909,909,evet,orta
910,910,evet,ileri
911,911,evet,orta
912,912,evet,orta
913,913,evet,orta
914,914,hayir,0
915,915,evet,ileri
916,916,evet,ileri
917,917,evet,orta
918,918,evet,orta
919,919,evet,ileri
920,920,evet,orta
921,921,evet,ileri
922,922,evet,orta
923,923,evet,ileri
924,924,evet,orta
925,925,evet,ileri
926,926,evet,orta
927,927,evet,orta
928,928,evet,0
929,929,hayir,0
930,930,evet,ileri
931,931,evet,ileri
932,932,evet,orta
933,933,evet,orta
934,934,evet,ileri
935,935,evet,ileri
936,936,evet,orta
937,937,evet,0
938,938,evet,ileri
939,939,evet,ileri
940,940,evet,ileri
941,941,evet,orta
942,942,hayir,0
943,943,hayir,0
944,944,evet,orta
945,945,evet,orta
946,946,evet,orta
947,947,evet,ileri
948,948,evet,orta
949,949,evet,ileri
950,950,evet,ileri
951,951,evet,ileri
952,952,evet,orta
953,953,evet,ileri
954,954,evet,ileri
955,955,evet,0
956,956,evet,ileri
957,957,evet,ileri
958,958,evet,ileri
959,959,evet,ileri
960,960,evet,orta
961,961,evet,orta
962,962,evet,ileri
963,963,evet,orta
964,964,evet,orta
965,965,evet,ileri
966,966,evet,orta
967,967,evet,orta
968,968,evet,0
969,969,evet,orta
970,970,evet,ileri
971,971,evet,ileri
972,972,evet,orta
973,973,evet,orta
974,974,evet,orta
975,975,evet,orta
976,976,evet,orta
977,977,evet,ileri
978,978,evet,orta
979,979,evet,orta
980,980,evet,orta
981,981,evet,baslangic
982,982,evet,ileri
983,983,evet,ileri
984,984,evet,ileri
985,985,evet,0
986,986,evet,ileri
987,987,evet,0
988,988,evet,ileri
989,989,evet,ileri
990,990,evet,ileri
991,991,evet,ileri
992,992,evet,ileri
993,993,evet,ileri
994,994,evet,ileri
995,995,evet,ileri
996,996,evet,orta
997,997,evet,ileri
998,998,evet,ileri
999,999,evet,orta
1000,1000,evet,ileri
1001,1001,evet,ileri
1002,1002,evet,orta
1003,1003,evet,ileri
1004,1004,evet,ileri
1005,1005,hayir,0
1006,1006,evet,orta
1007,1007,evet,0
1008,1008,evet,orta
1009,1009,evet,orta
1010,1010,evet,ileri
1011,1011,evet,ileri
1012,1012,evet,ileri
1013,1013,evet,ileri
1014,1014,evet,ileri
1015,1015,evet,ileri
1016,1016,hayir,0
1017,1017,evet,orta
1018,1018,evet,ileri
1019,1019,evet,orta
1020,1020,evet,ileri
1021,1021,evet,ileri
1022,1022,evet,orta
1023,1023,evet,orta
1024,1024,evet,orta
1025,1025,evet,orta
1026,1026,evet,ileri
1027,1027,evet,ileri
1028,1028,evet,ileri
1029,1029,hayir,0
1030,1030,evet,orta
1031,1031,evet,ileri
1032,1032,evet,ileri
1033,1033,evet,ileri
1034,1034,evet,ileri
1035,1035,evet,orta
1036,1036,evet,0
1037,1037,evet,orta
1038,1038,evet,ileri
1039,1039,evet,ileri
1040,1040,evet,orta
1041,1041,evet,baslangic
1042,1042,evet,ileri
1043,1043,evet,ileri
1044,1044,evet,ileri
1045,1045,evet,orta
1046,1046,evet,orta
1047,1047,evet,0
1048,1048,evet,orta
1049,1049,evet,ileri
1050,1050,evet,orta
1051,1051,evet,ileri
1052,1052,evet,ileri
1053,1053,evet,orta
1054,1054,evet,orta
1055,1055,evet,orta
1056,1056,evet,orta
1057,1057,hayir,0
1058,1058,evet,orta
1059,1059,evet,0
1060,1060,evet,ileri
1061,1061,evet,ileri
1062,1062,evet,baslangic
1063,1063,evet,orta
1064,1064,evet,ileri
1065,1065,evet,orta
1066,1066,evet,ileri
1067,1067,evet,ileri
1068,1068,evet,orta
1069,1069,hayir,0
1070,1070,evet,orta
1071,1071,evet,orta
1072,1072,evet,orta
1073,1073,evet,orta
1074,1074,evet,baslangic
1075,1075,evet,ileri
1076,1076,evet,ileri
1077,1077,evet,ileri
1078,1078,hayir,0
1079,1079,evet,baslangic
1080,1080,evet,orta
1081,1081,evet,ileri
1082,1082,evet,ileri
1083,1083,evet,orta
1084,1084,evet,ileri
1085,1085,evet,ileri
1086,1086,evet,ileri
1087,1087,evet,orta
1088,1088,evet,ileri
1089,1089,evet,orta
1090,1090,evet,ileri
1091,1091,evet,ileri
1092,1092,hayir,0
1093,1093,evet,ileri
1094,1094,evet,ileri
1095,1095,evet,orta
1096,1096,evet,ileri
1097,1097,evet,orta
1098,1098,evet,baslangic
1099,1099,evet,orta
1100,1100,evet,orta
1101,1101,evet,orta
1102,1102,evet,orta
1103,1103,evet,ileri
1104,1104,evet,orta
1105,1105,evet,ileri
1106,1106,evet,ileri
1107,1107,evet,ileri
1108,1108,evet,ileri
1109,1109,evet,ileri
1110,1110,evet,ileri
1111,1111,evet,orta
1112,1112,evet,orta
1113,1113,evet,orta
1114,1114,evet,orta
1115,1115,evet,orta
1116,1116,evet,orta
1117,1117,evet,0
1118,1118,evet,ileri
1119,1119,evet,ileri
1120,1120,evet,ileri
1121,1121,evet,ileri
1122,1122,evet,ileri
1123,1123,evet,orta
1124,1124,evet,baslangic
1125,1125,evet,orta
1126,1126,evet,orta
1127,1127,evet,orta
1128,1128,evet,ileri
1129,1129,evet,ileri
1130,1130,evet,orta
1131,1131,evet,orta
1132,1132,evet,ileri
1133,1133,evet,orta
1134,1134,evet,ileri
1135,1135,evet,orta
1136,1136,evet,orta
1137,1137,evet,ileri
1138,1138,evet,baslangic
1139,1139,evet,ileri
1140,1140,evet,orta
1141,1141,evet,baslangic
1142,1142,evet,orta
1143,1143,evet,orta
1144,1144,evet,0
1145,1145,hayir,0
1146,1146,hayir,0
1147,1147,evet,ileri
1148,1148,evet,ileri
1149,1149,evet,orta
1150,1150,evet,orta
1151,1151,evet,ileri
1152,1152,evet,orta
1153,1153,evet,baslangic
1154,1154,evet,0
1155,1155,evet,orta
1156,1156,hayir,0
1157,1157,evet,orta
1158,1158,hayir,0
1159,1159,evet,baslangic
1160,1160,evet,orta
1161,1161,evet,orta
1162,1162,evet,ileri
1163,1163,evet,orta
1164,1164,evet,orta
1165,1165,evet,orta
1166,1166,evet,orta
1167,1167,evet,ileri
1168,1168,evet,ileri
1169,1169,evet,ileri
1170,1170,evet,ileri
1171,1171,hayir,0
1172,1172,hayir,0
1173,1173,hayir,0
1174,1174,hayir,0
1175,1175,hayir,0
1176,1176,hayir,0
1177,1177,hayir,0
1178,1178,hayir,0
1179,1179,hayir,0
1180,1180,hayir,0
1181,1181,hayir,0
1182,1182,evet,orta
1183,1183,hayir,0
1184,1184,evet,orta
1185,1185,evet,ileri
1186,1186,evet,ileri
1187,1187,evet,ileri
1188,1188,evet,ileri
1189,1189,evet,ileri
1190,1190,evet,baslangic
1191,1191,evet,ileri
1192,1192,evet,orta
1193,1193,evet,orta
1194,1194,hayir,0
1195,1195,hayir,0
1196,1196,hayir,0
1197,1197,hayir,0
1198,1198,evet,orta
1199,1199,evet,ileri
1200,1200,evet,orta
1201,1201,evet,ileri
1202,1202,hayir,0
1203,1203,evet,orta
1204,1204,evet,baslangic
1205,1205,evet,orta
1206,1206,hayir,0
1207,1207,evet,baslangic
1208,1208,evet,orta
1209,1209,evet,orta
1210,1210,hayir,0
1211,1211,evet,ileri
1212,1212,evet,ileri
1213,1213,evet,orta
1214,1214,evet,ileri
1215,1215,hayir,
1216,1216,evet,orta
1217,1217,evet,ileri
1218,1218,evet,orta
1219,1219,evet,orta
1220,1220,evet,ileri
1221,1221,evet,ileri
1222,1222,evet,ileri
1223,1223,evet,baslangic
1224,1224,evet,ileri
1225,1225,evet,ileri
1226,1226,evet,ileri
1227,1227,evet,ileri
1228,1228,evet,ileri
1229,1229,evet,ileri
1230,1230,evet,ileri
1231,1231,evet,ileri
1232,1232,hayir,
1233,1233,evet,ileri
1234,1234,evet,ileri
1235,1235,evet,ileri
1236,1236,evet,orta
1237,1237,evet,baslangic
1238,1238,evet,ileri
1239,1239,evet,ileri
1240,1240,evet,ileri
1241,1241,evet,orta
1242,1242,evet,ileri
1243,1243,evet,orta
1244,1244,evet,ileri
1245,1245,evet,ileri
1246,1246,evet,ileri
1247,1247,evet,orta
1248,1248,evet,ileri
1249,1249,evet,ileri
1250,1250,evet,ileri
1251,1251,evet,ileri
1252,1252,evet,orta
1253,1253,evet,ileri
1254,1254,evet,ileri
1255,1255,evet,ileri
1256,1256,evet,ileri
1257,1257,evet,ileri
1258,1258,evet,ileri
1259,1259,evet,ileri
1260,1260,evet,ileri
1261,1261,evet,orta
1262,1262,evet,ileri
1263,1263,evet,ileri
1264,1264,evet,ileri
1265,1265,hayir,
1266,1266,evet,ileri
1267,1267,evet,orta
1268,1268,evet,orta
1269,1269,evet,orta
1270,1270,evet,ileri
1271,1271,evet,ileri
1272,1272,evet,orta
1273,1273,evet,orta
1274,1274,evet,ileri
1275,1275,evet,ileri
1276,1276,evet,ileri
1277,1277,evet,orta
1278,1278,evet,ileri
1279,1279,evet,ileri
1280,1280,evet,ileri
1281,1281,evet,ileri
1282,1282,evet,ileri
1283,1283,evet,ileri
1284,1284,evet,ileri
1285,1285,evet,ileri
1286,1286,evet,ileri
1287,1287,evet,orta
1288,1288,evet,orta
1289,1289,hayir,
1290,1290,evet,ileri
1291,1291,evet,ileri
1292,1292,evet,ileri
1293,1293,evet,orta
1294,1294,evet,ileri
1295,1295,evet,ileri
1296,1296,evet,orta
1297,1297,evet,orta
1298,1298,evet,ileri
1299,1299,evet,ileri
1300,1300,evet,ileri
1301,1301,evet,ileri
1302,1302,evet,ileri
1303,1303,evet,orta
1304,1304,evet,ileri
1305,1305,evet,ileri
1306,1306,evet,orta
1307,1307,evet,ileri
1308,1308,evet,orta
1309,1309,evet,ileri
1310,1310,hayir,
1311,1311,evet,ileri
1312,1312,evet,ileri
1313,1313,evet,ileri
1314,1314,evet,ileri
1315,1315,evet,ileri
1316,1316,evet,ileri
1317,1317,evet,orta
1318,1318,evet,ileri
1319,1319,evet,orta
1320,1320,evet,ileri
1321,1321,evet,ileri
1322,1322,evet,ileri
1323,1323,evet,ileri
1324,1324,evet,ileri
1325,1325,evet,ileri
1326,1326,evet,ileri
1327,1327,hayir,
1328,1328,evet,ileri
1329,1329,evet,ileri
1330,1330,evet,ileri
1331,1331,evet,ileri
1332,1332,evet,orta
1333,1333,evet,ileri
1334,1334,evet,orta
1335,1335,evet,orta
1336,1336,evet,ileri
1337,1337,hayir,
1338,1338,evet,ileri
1339,1339,evet,ileri
1340,1340,evet,ileri
1341,1341,evet,ileri
1342,1342,evet,orta
1343,1343,evet,orta
1344,1344,evet,ileri
1345,1345,evet,ileri
1346,1346,evet,orta
1347,1347,evet,ileri
1348,1348,evet,ileri
1349,1349,evet,ileri
1350,1350,evet,ileri
1351,1351,evet,ileri
1352,1352,evet,orta
1353,1353,evet,orta
1354,1354,evet,orta
1355,1355,evet,orta
1356,1356,evet,ileri
1357,1357,evet,ileri
1358,1358,evet,baslangic
1359,1359,evet,orta
1360,1360,evet,ileri
1361,1361,evet,ileri
1362,1362,evet,ileri
1363,1363,evet,ileri
1364,1364,hayir,
1365,1365,evet,ileri
1366,1366,evet,ileri
1367,1367,evet,ileri
1368,1368,evet,ileri
1369,1369,evet,ileri
1370,1370,evet,ileri
1371,1371,evet,orta
1372,1372,evet,orta
1373,1373,evet,orta
1374,1374,hayir,
1375,1375,evet,orta
1376,1376,evet,ileri
1377,1377,evet,ileri
1378,1378,evet,orta
1379,1379,evet,orta
1380,1380,evet,ileri
1381,1381,evet,orta
1382,1382,evet,orta
1383,1383,evet,ileri
1384,1384,evet,ileri
1385,1385,evet,ileri
1386,1386,evet,ileri
1387,1387,evet,ileri
1388,1388,evet,ileri
1389,1389,evet,orta
1390,1390,evet,orta
1391,1391,evet,ileri
1392,1392,evet,ileri
1393,1393,evet,ileri
1394,1394,evet,ileri
1395,1395,evet,ileri
1396,1396,evet,orta
1397,1397,evet,orta
1398,1398,evet,orta
1399,1399,evet,orta
1400,1400,evet,orta
1401,1401,evet,ileri
1402,1402,evet,baslangic
1403,1403,evet,orta
1404,1404,evet,orta
1405,1405,hayir,
1406,1406,evet,ileri
1407,1407,evet,ileri
1408,1408,evet,ileri
1409,1409,evet,orta
1410,1410,evet,ileri
1411,1411,evet,ileri
1412,1412,evet,ileri
1413,1413,evet,orta
1414,1414,evet,ileri
1415,1415,evet,ileri
1416,1416,evet,ileri
1417,1417,hayir,
1418,1418,hayir,
1419,1419,evet,ileri
1420,1420,evet,orta
1421,1421,evet,orta
1422,1422,evet,ileri
1423,1423,evet,ileri
1424,1424,evet,orta
1425,1425,evet,orta
1426,1426,evet,ileri
1427,1427,evet,orta
1428,1428,evet,ileri
1429,1429,evet,ileri
1430,1430,evet,ileri
1431,1431,evet,ileri
1432,1432,evet,ileri
1433,1433,evet,ileri
1434,1434,evet,ileri
1435,1435,evet,ileri
1436,1436,hayir,
1437,1437,evet,ileri
1438,1438,evet,ileri
1439,1439,evet,orta
1440,1440,evet,ileri
1441,1441,evet,orta
1442,1442,evet,orta
1443,1443,evet,orta
1444,1444,evet,ileri
1445,1445,hayir,
1446,1446,evet,ileri
1447,1447,evet,ileri
1448,1448,evet,orta
1449,1449,evet,ileri
1450,1450,evet,ileri
1451,1451,evet,ileri
1452,1452,evet,ileri
1453,1453,evet,ileri
1454,1454,evet,orta
1455,1455,evet,orta
1456,1456,evet,orta
1457,1457,evet,ileri
1458,1458,evet,orta
1459,1459,evet,ileri
1460,1460,evet,ileri
1461,1461,evet,orta
1462,1462,evet,orta
1463,1463,evet,orta
1464,1464,evet,ileri
1465,1465,evet,ileri
1466,1466,evet,ileri
1467,1467,evet,orta
1468,1468,evet,orta
1469,1469,evet,ileri
1470,1470,evet,ileri
1471,1471,evet,baslangic
1472,1472,evet,ileri
1473,1473,evet,ileri
1474,1474,evet,orta
1475,1475,evet,ileri
1476,1476,evet,orta
1477,1477,evet,ileri
1478,1478,evet,orta
1479,1479,evet,orta
1480,1480,evet,ileri
1481,1481,evet,orta
1482,1482,evet,orta
1483,1483,evet,baslangic
1484,1484,evet,orta
